record_date,tax_refund_type,tax_refund_type_desc,tax_refund_today_amt,tax_refund_mtd_amt,tax_refund_fytd_amt,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2025-02-26,Taxes - Business Tax Refunds (Checks),null,3,9998,36101,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,02,26
2025-02-26,Taxes - Business Tax Refunds (EFT),null,144,846,5599,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,02,26
2025-02-26,Taxes - Individual Tax Refunds (Checks),null,416,2970,22560,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,02,26
2025-02-26,Taxes - Individual Tax Refunds (EFT),null,29341,97877,120054,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,02,26
2025-02-27,Taxes - Business Tax Refunds (Checks),null,14,10012,36115,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,02,27
2025-02-27,Taxes - Business Tax Refunds (EFT),null,36,882,5634,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,02,27
2025-02-27,Taxes - Individual Tax Refunds (Checks),null,247,3217,22806,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,02,27
2025-02-27,Taxes - Individual Tax Refunds (EFT),null,1619,99496,121673,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,02,27
2025-02-28,Taxes - Business Tax Refunds (Checks),null,44,10056,36159,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,02,28
2025-02-28,Taxes - Business Tax Refunds (EFT),null,81,963,5715,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,02,28
2025-02-28,Taxes - Individual Tax Refunds (Checks),null,850,4067,23656,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,02,28
2025-02-28,Taxes - Individual Tax Refunds (EFT),null,2274,101769,123947,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,02,28
2025-03-03,Taxes - Business Tax Refunds (Checks),null,22,22,36181,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,03
2025-03-03,Taxes - Business Tax Refunds (EFT),null,61,61,5777,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,03
2025-03-03,Taxes - Individual Tax Refunds (Checks),null,136,136,23792,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,03
2025-03-03,Taxes - Individual Tax Refunds (EFT),null,2684,2684,126631,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,03
2025-03-04,Taxes - Business Tax Refunds (Checks),null,2072,2095,38253,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,04
2025-03-04,Taxes - Business Tax Refunds (EFT),null,12,73,5788,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,04
2025-03-04,Taxes - Individual Tax Refunds (Checks),null,160,296,23952,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,04
2025-03-04,Taxes - Individual Tax Refunds (EFT),null,2396,5080,129027,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,04
2025-03-05,Taxes - Business Tax Refunds (Checks),null,110,2204,38363,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,05
2025-03-05,Taxes - Business Tax Refunds (EFT),null,26,99,5814,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,05
2025-03-05,Taxes - Individual Tax Refunds (Checks),null,150,446,24102,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,05
2025-03-05,Taxes - Individual Tax Refunds (EFT),null,12776,17857,141803,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,05
2025-03-06,Taxes - Business Tax Refunds (Checks),null,13,2218,38376,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,06
2025-03-06,Taxes - Business Tax Refunds (EFT),null,290,390,6105,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,06
2025-03-06,Taxes - Individual Tax Refunds (Checks),null,161,607,24264,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,06
2025-03-06,Taxes - Individual Tax Refunds (EFT),null,1468,19324,143271,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,06
2025-03-07,Taxes - Business Tax Refunds (Checks),null,34,2252,38410,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,07
2025-03-07,Taxes - Business Tax Refunds (EFT),null,266,656,6371,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,07
2025-03-07,Taxes - Individual Tax Refunds (Checks),null,1016,1624,25280,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,07
2025-03-07,Taxes - Individual Tax Refunds (EFT),null,2749,22073,146020,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,07
2025-03-10,Taxes - Business Tax Refunds (Checks),null,17,2269,38427,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,10
2025-03-10,Taxes - Business Tax Refunds (EFT),null,45,701,6416,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,10
2025-03-10,Taxes - Individual Tax Refunds (Checks),null,100,1724,25380,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,10
2025-03-10,Taxes - Individual Tax Refunds (EFT),null,2389,24462,148408,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,10
2025-03-11,Taxes - Business Tax Refunds (Checks),null,2161,4430,40588,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,11
2025-03-11,Taxes - Business Tax Refunds (EFT),null,-7,694,6409,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,11
2025-03-11,Taxes - Individual Tax Refunds (Checks),null,162,1886,25542,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,11
2025-03-11,Taxes - Individual Tax Refunds (EFT),null,1544,26005,149952,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,11
2025-03-12,Taxes - Business Tax Refunds (Checks),null,2,4432,40591,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,12
2025-03-12,Taxes - Business Tax Refunds (EFT),null,3,697,6412,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,12
2025-03-12,Taxes - Individual Tax Refunds (Checks),null,118,2004,25660,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,12
2025-03-12,Taxes - Individual Tax Refunds (EFT),null,11331,37336,161283,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,12
2025-03-13,Taxes - Business Tax Refunds (Checks),null,38,4470,40628,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,13
2025-03-13,Taxes - Business Tax Refunds (EFT),null,51,747,6463,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,13
2025-03-13,Taxes - Individual Tax Refunds (Checks),null,128,2131,25788,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,13
2025-03-13,Taxes - Individual Tax Refunds (EFT),null,1300,38636,162583,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,13
2025-03-14,Taxes - Business Tax Refunds (Checks),null,35,4505,40664,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,14
2025-03-14,Taxes - Business Tax Refunds (EFT),null,76,824,6539,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,14
2025-03-14,Taxes - Individual Tax Refunds (Checks),null,1073,3204,26861,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,14
2025-03-14,Taxes - Individual Tax Refunds (EFT),null,2437,41073,165020,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,14
2025-03-17,Taxes - Business Tax Refunds (Checks),null,68,4573,40732,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,17
2025-03-17,Taxes - Business Tax Refunds (EFT),null,4,828,6543,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,17
2025-03-17,Taxes - Individual Tax Refunds (Checks),null,153,3358,27014,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,17
2025-03-17,Taxes - Individual Tax Refunds (EFT),null,2025,43098,167044,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,17
2025-03-18,Taxes - Business Tax Refunds (Checks),null,2399,6972,43130,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,18
2025-03-18,Taxes - Business Tax Refunds (EFT),null,47,875,6590,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,18
2025-03-18,Taxes - Individual Tax Refunds (Checks),null,154,3511,27168,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,18
2025-03-18,Taxes - Individual Tax Refunds (EFT),null,1276,44374,168320,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,18
2025-03-19,Taxes - Business Tax Refunds (Checks),null,16,6988,43146,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,19
2025-03-19,Taxes - Business Tax Refunds (EFT),null,5,880,6595,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,19
2025-03-19,Taxes - Individual Tax Refunds (Checks),null,113,3625,27281,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,19
2025-03-19,Taxes - Individual Tax Refunds (EFT),null,10063,54437,178384,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,19
2025-03-20,Taxes - Business Tax Refunds (Checks),null,10,6998,43156,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,20
2025-03-20,Taxes - Business Tax Refunds (EFT),null,-1,879,6594,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,20
2025-03-20,Taxes - Individual Tax Refunds (Checks),null,109,3734,27390,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,20
2025-03-20,Taxes - Individual Tax Refunds (EFT),null,1161,55598,179545,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,20
2025-03-21,Taxes - Business Tax Refunds (Checks),null,59,7056,43215,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,21
2025-03-21,Taxes - Business Tax Refunds (EFT),null,37,916,6631,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,21
2025-03-21,Taxes - Individual Tax Refunds (Checks),null,1256,4990,28646,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,21
2025-03-21,Taxes - Individual Tax Refunds (EFT),null,2109,57707,181654,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,21
2025-03-24,Taxes - Business Tax Refunds (Checks),null,7,7063,43222,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,24
2025-03-24,Taxes - Business Tax Refunds (EFT),null,178,1094,6809,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,24
2025-03-24,Taxes - Individual Tax Refunds (Checks),null,118,5107,28764,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,24
2025-03-24,Taxes - Individual Tax Refunds (EFT),null,1855,59563,183509,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,24
2025-03-25,Taxes - Business Tax Refunds (Checks),null,3041,10104,46263,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,25
2025-03-25,Taxes - Business Tax Refunds (EFT),null,56,1150,6865,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,25
2025-03-25,Taxes - Individual Tax Refunds (Checks),null,154,5261,28918,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,25
2025-03-25,Taxes - Individual Tax Refunds (EFT),null,1179,60742,184688,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,25
2025-03-26,Taxes - Business Tax Refunds (Checks),null,48,10152,46311,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,26
2025-03-26,Taxes - Business Tax Refunds (EFT),null,0,1150,6865,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,26
2025-03-26,Taxes - Individual Tax Refunds (Checks),null,141,5402,29059,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,26
2025-03-26,Taxes - Individual Tax Refunds (EFT),null,9212,69954,193900,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,26
2025-03-27,Taxes - Business Tax Refunds (Checks),null,31,10184,46342,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,27
2025-03-27,Taxes - Business Tax Refunds (EFT),null,270,1419,7134,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,27
2025-03-27,Taxes - Individual Tax Refunds (Checks),null,118,5521,29177,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,27
2025-03-27,Taxes - Individual Tax Refunds (EFT),null,1086,71040,194986,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,27
2025-03-28,Taxes - Business Tax Refunds (Checks),null,28,10211,46370,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,28
2025-03-28,Taxes - Business Tax Refunds (EFT),null,2,1421,7137,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,28
2025-03-28,Taxes - Individual Tax Refunds (Checks),null,1222,6742,30399,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,28
2025-03-28,Taxes - Individual Tax Refunds (EFT),null,1972,73011,196958,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,28
2025-03-31,Taxes - Business Tax Refunds (Checks),null,157,10368,46527,V,Income Tax Refunds Issued,Classification,1,2025,2,2025,1,03,31
2025-03-31,Taxes - Business Tax Refunds (EFT),null,16,1437,7153,V,Income Tax Refunds Issued,Classification,2,2025,2,2025,1,03,31
2025-03-31,Taxes - Individual Tax Refunds (Checks),null,119,6862,30518,V,Income Tax Refunds Issued,Classification,3,2025,2,2025,1,03,31
2025-03-31,Taxes - Individual Tax Refunds (EFT),null,1818,74830,198776,V,Income Tax Refunds Issued,Classification,4,2025,2,2025,1,03,31
2025-04-01,Taxes - Business Tax Refunds (Checks),null,3120,3120,49646,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,01
2025-04-01,Taxes - Business Tax Refunds (EFT),null,109,109,7262,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,01
2025-04-01,Taxes - Individual Tax Refunds (Checks),null,173,173,30691,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,01
2025-04-01,Taxes - Individual Tax Refunds (EFT),null,1216,1216,199992,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,01
2025-04-02,Taxes - Business Tax Refunds (Checks),null,0,3120,49647,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,02
2025-04-02,Taxes - Business Tax Refunds (EFT),null,5,115,7267,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,02
2025-04-02,Taxes - Individual Tax Refunds (Checks),null,130,303,30821,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,02
2025-04-02,Taxes - Individual Tax Refunds (EFT),null,8490,9705,208482,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,02
2025-04-03,Taxes - Business Tax Refunds (Checks),null,4,3124,49651,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,03
2025-04-03,Taxes - Business Tax Refunds (EFT),null,89,203,7356,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,03
2025-04-03,Taxes - Individual Tax Refunds (Checks),null,129,432,30950,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,03
2025-04-03,Taxes - Individual Tax Refunds (EFT),null,1103,10808,209584,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,03
2025-04-04,Taxes - Business Tax Refunds (Checks),null,16,3141,49667,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,04
2025-04-04,Taxes - Business Tax Refunds (EFT),null,85,289,7441,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,04
2025-04-04,Taxes - Individual Tax Refunds (Checks),null,1153,1586,32104,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,04
2025-04-04,Taxes - Individual Tax Refunds (EFT),null,1915,12723,211499,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,04
2025-04-07,Taxes - Business Tax Refunds (Checks),null,24,3164,49691,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,07
2025-04-07,Taxes - Business Tax Refunds (EFT),null,-1,288,7441,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,07
2025-04-07,Taxes - Individual Tax Refunds (Checks),null,149,1735,32253,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,07
2025-04-07,Taxes - Individual Tax Refunds (EFT),null,1858,14582,213358,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,07
2025-04-08,Taxes - Business Tax Refunds (Checks),null,2208,5373,51899,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,08
2025-04-08,Taxes - Business Tax Refunds (EFT),null,81,369,7522,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,08
2025-04-08,Taxes - Individual Tax Refunds (Checks),null,190,1926,32444,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,08
2025-04-08,Taxes - Individual Tax Refunds (EFT),null,1390,15971,214747,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,08
2025-04-09,Taxes - Business Tax Refunds (Checks),null,6,5378,51905,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,09
2025-04-09,Taxes - Business Tax Refunds (EFT),null,58,428,7580,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,09
2025-04-09,Taxes - Individual Tax Refunds (Checks),null,140,2065,32583,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,09
2025-04-09,Taxes - Individual Tax Refunds (EFT),null,8345,24316,223092,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,09
2025-04-10,Taxes - Business Tax Refunds (Checks),null,15,5393,51920,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,10
2025-04-10,Taxes - Business Tax Refunds (EFT),null,7,435,7588,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,10
2025-04-10,Taxes - Individual Tax Refunds (Checks),null,161,2227,32745,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,10
2025-04-10,Taxes - Individual Tax Refunds (EFT),null,1119,25436,224212,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,10
2025-04-11,Taxes - Business Tax Refunds (Checks),null,40,5433,51959,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,11
2025-04-11,Taxes - Business Tax Refunds (EFT),null,223,659,7811,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,11
2025-04-11,Taxes - Individual Tax Refunds (Checks),null,1249,3476,33994,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,11
2025-04-11,Taxes - Individual Tax Refunds (EFT),null,2039,27475,226251,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,11
2025-04-14,Taxes - Business Tax Refunds (Checks),null,20,5453,51980,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,14
2025-04-14,Taxes - Business Tax Refunds (EFT),null,2,661,7814,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,14
2025-04-14,Taxes - Individual Tax Refunds (Checks),null,273,3749,34267,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,14
2025-04-14,Taxes - Individual Tax Refunds (EFT),null,2052,29527,228303,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,14
2025-04-15,Taxes - Business Tax Refunds (Checks),null,3837,9289,55816,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,15
2025-04-15,Taxes - Business Tax Refunds (EFT),null,32,694,7846,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,15
2025-04-15,Taxes - Individual Tax Refunds (Checks),null,213,3962,34480,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,15
2025-04-15,Taxes - Individual Tax Refunds (EFT),null,1510,31037,229813,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,15
2025-04-16,Taxes - Business Tax Refunds (Checks),null,5,9294,55821,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,16
2025-04-16,Taxes - Business Tax Refunds (EFT),null,19,713,7865,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,16
2025-04-16,Taxes - Individual Tax Refunds (Checks),null,163,4125,34643,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,16
2025-04-16,Taxes - Individual Tax Refunds (EFT),null,9089,40126,238902,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,16
2025-04-17,Taxes - Business Tax Refunds (Checks),null,39,9333,55860,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,17
2025-04-17,Taxes - Business Tax Refunds (EFT),null,0,713,7865,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,17
2025-04-17,Taxes - Individual Tax Refunds (Checks),null,212,4337,34855,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,17
2025-04-17,Taxes - Individual Tax Refunds (EFT),null,1348,41474,240250,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,17
2025-04-18,Taxes - Business Tax Refunds (Checks),null,63,9396,55923,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,18
2025-04-18,Taxes - Business Tax Refunds (EFT),null,0,713,7865,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,18
2025-04-18,Taxes - Individual Tax Refunds (Checks),null,1619,5956,36474,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,18
2025-04-18,Taxes - Individual Tax Refunds (EFT),null,2560,44034,242810,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,18
2025-04-21,Taxes - Business Tax Refunds (Checks),null,10,9407,55933,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,21
2025-04-21,Taxes - Business Tax Refunds (EFT),null,0,713,7865,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,21
2025-04-21,Taxes - Individual Tax Refunds (Checks),null,167,6123,36641,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,21
2025-04-21,Taxes - Individual Tax Refunds (EFT),null,2976,47010,245786,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,21
2025-04-22,Taxes - Business Tax Refunds (Checks),null,3355,12761,59288,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,22
2025-04-22,Taxes - Business Tax Refunds (EFT),null,101,814,7967,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,22
2025-04-22,Taxes - Individual Tax Refunds (Checks),null,325,6448,36966,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,22
2025-04-22,Taxes - Individual Tax Refunds (EFT),null,2417,49426,248203,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,22
2025-04-23,Taxes - Business Tax Refunds (Checks),null,1,12762,59288,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,23
2025-04-23,Taxes - Business Tax Refunds (EFT),null,10,824,7977,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,23
2025-04-23,Taxes - Individual Tax Refunds (Checks),null,240,6688,37206,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,23
2025-04-23,Taxes - Individual Tax Refunds (EFT),null,13036,62463,261239,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,23
2025-04-24,Taxes - Business Tax Refunds (Checks),null,30,12792,59319,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,24
2025-04-24,Taxes - Business Tax Refunds (EFT),null,-1,823,7976,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,24
2025-04-24,Taxes - Individual Tax Refunds (Checks),null,265,6954,37472,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,24
2025-04-24,Taxes - Individual Tax Refunds (EFT),null,1163,63625,262402,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,24
2025-04-25,Taxes - Business Tax Refunds (Checks),null,1,12794,59320,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,25
2025-04-25,Taxes - Business Tax Refunds (EFT),null,9,832,7985,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,25
2025-04-25,Taxes - Individual Tax Refunds (Checks),null,1922,8875,39393,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,25
2025-04-25,Taxes - Individual Tax Refunds (EFT),null,648,64273,263049,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,25
2025-04-28,Taxes - Business Tax Refunds (Checks),null,12,12806,59332,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,28
2025-04-28,Taxes - Business Tax Refunds (EFT),null,-4,828,7981,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,28
2025-04-28,Taxes - Individual Tax Refunds (Checks),null,217,9092,39610,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,28
2025-04-28,Taxes - Individual Tax Refunds (EFT),null,878,65151,263927,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,28
2025-04-29,Taxes - Business Tax Refunds (Checks),null,4249,17055,63582,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,29
2025-04-29,Taxes - Business Tax Refunds (EFT),null,20,848,8000,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,29
2025-04-29,Taxes - Individual Tax Refunds (Checks),null,117,9209,39727,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,29
2025-04-29,Taxes - Individual Tax Refunds (EFT),null,750,65900,264677,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,29
2025-04-30,Taxes - Business Tax Refunds (Checks),null,6,17061,63588,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,04,30
2025-04-30,Taxes - Business Tax Refunds (EFT),null,3,851,8003,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,04,30
2025-04-30,Taxes - Individual Tax Refunds (Checks),null,119,9329,39847,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,04,30
2025-04-30,Taxes - Individual Tax Refunds (EFT),null,8320,74221,272997,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,04,30
2025-05-01,Taxes - Business Tax Refunds (Checks),null,47,47,63635,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,05,01
2025-05-01,Taxes - Business Tax Refunds (EFT),null,0,0,8004,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,05,01
2025-05-01,Taxes - Individual Tax Refunds (Checks),null,159,159,40006,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,05,01
2025-05-01,Taxes - Individual Tax Refunds (EFT),null,441,441,273438,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,05,01
2025-05-02,Taxes - Business Tax Refunds (Checks),null,4,51,63638,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,05,02
2025-05-02,Taxes - Business Tax Refunds (EFT),null,-9,-9,7994,V,Income Tax Refunds Issued,Classification,2,2025,3,2025,2,05,02
2025-05-02,Taxes - Individual Tax Refunds (Checks),null,1487,1647,41493,V,Income Tax Refunds Issued,Classification,3,2025,3,2025,2,05,02
2025-05-02,Taxes - Individual Tax Refunds (EFT),null,196,637,273634,V,Income Tax Refunds Issued,Classification,4,2025,3,2025,2,05,02
2025-05-05,Taxes - Business Tax Refunds (Checks),null,154,205,63792,V,Income Tax Refunds Issued,Classification,1,2025,3,2025,2,05,05
