record_date,debt_catg,debt_catg_desc,close_today_bal,open_today_bal,open_month_bal,open_fiscal_year_bal,table_nbr,table_nm,sub_table_name,src_line_nbr,record_fiscal_year,record_fiscal_quarter,record_calendar_year,record_calendar_quarter,record_calendar_month,record_calendar_day
2016-01-11,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,11
2016-01-11,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,11
2016-01-12,Debt Held by the Public,null,13634464.0,13634547.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,12
2016-01-12,Intragovernmental Holdings,null,5263218.0,5257322.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,12
2016-01-12,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,12
2016-01-12,Less Debt Not Subject to Limit,Unamortized Discount,24907.0,24924.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,12
2016-01-12,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,12
2016-01-12,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,12
2016-01-12,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,12
2016-01-12,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,12
2016-01-13,Debt Held by the Public,null,13634513.0,13634464.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,13
2016-01-13,Intragovernmental Holdings,null,5321266.0,5263218.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,13
2016-01-13,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,13
2016-01-13,Less Debt Not Subject to Limit,Unamortized Discount,24890.0,24907.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,13
2016-01-13,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,13
2016-01-13,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,13
2016-01-13,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,13
2016-01-13,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,13
2016-01-14,Debt Held by the Public,null,13599643.0,13634513.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,14
2016-01-14,Intragovernmental Holdings,null,5323915.0,5321266.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,14
2016-01-14,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,14
2016-01-14,Less Debt Not Subject to Limit,Unamortized Discount,24958.0,24890.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,14
2016-01-14,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,14
2016-01-14,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,14
2016-01-14,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,14
2016-01-14,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,14
2016-01-15,Debt Held by the Public,null,13604858.0,13599643.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,15
2016-01-15,Intragovernmental Holdings,null,5329732.0,5323915.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,15
2016-01-15,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,15
2016-01-15,Less Debt Not Subject to Limit,Unamortized Discount,24940.0,24958.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,15
2016-01-15,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,15
2016-01-15,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,15
2016-01-15,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,15
2016-01-15,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,15
2016-01-19,Debt Held by the Public,null,13604762.0,13604858.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,19
2016-01-19,Intragovernmental Holdings,null,5335878.0,5329732.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,19
2016-01-19,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,19
2016-01-19,Less Debt Not Subject to Limit,Unamortized Discount,24871.0,24940.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,19
2016-01-19,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,19
2016-01-19,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,19
2016-01-19,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,19
2016-01-19,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,19
2016-01-20,Debt Held by the Public,null,13605231.0,13604762.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,20
2016-01-20,Intragovernmental Holdings,null,5336176.0,5335878.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,20
2016-01-20,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,20
2016-01-20,Less Debt Not Subject to Limit,Unamortized Discount,24853.0,24871.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,20
2016-01-20,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,20
2016-01-20,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,20
2016-01-20,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,20
2016-01-20,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,20
2016-01-21,Debt Held by the Public,null,13618067.0,13605231.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,21
2016-01-21,Intragovernmental Holdings,null,5340771.0,5336176.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,21
2016-01-21,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,21
2016-01-21,Less Debt Not Subject to Limit,Unamortized Discount,24914.0,24853.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,21
2016-01-21,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,21
2016-01-21,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,21
2016-01-21,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,21
2016-01-21,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,21
2016-01-22,Debt Held by the Public,null,13618137.0,13618067.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,22
2016-01-22,Intragovernmental Holdings,null,5343501.0,5340771.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,22
2016-01-22,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,22
2016-01-22,Less Debt Not Subject to Limit,Unamortized Discount,24896.0,24914.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,22
2016-01-22,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,22
2016-01-22,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,22
2016-01-22,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,22
2016-01-22,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,22
2016-01-25,Debt Held by the Public,null,13618253.0,13618137.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,25
2016-01-25,Intragovernmental Holdings,null,5343715.0,5343501.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,25
2016-01-25,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,25
2016-01-25,Less Debt Not Subject to Limit,Unamortized Discount,24842.0,24896.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,25
2016-01-25,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,25
2016-01-25,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,25
2016-01-25,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,25
2016-01-25,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,25
2016-01-26,Debt Held by the Public,null,13619379.0,13618253.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,26
2016-01-26,Intragovernmental Holdings,null,5348966.0,5343715.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,26
2016-01-26,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,26
2016-01-26,Less Debt Not Subject to Limit,Unamortized Discount,24824.0,24842.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,26
2016-01-26,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,26
2016-01-26,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,26
2016-01-26,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,26
2016-01-26,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,26
2016-01-27,Debt Held by the Public,null,13619208.0,13619379.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,27
2016-01-27,Intragovernmental Holdings,null,5343382.0,5348966.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,27
2016-01-27,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,27
2016-01-27,Less Debt Not Subject to Limit,Unamortized Discount,24806.0,24824.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,27
2016-01-27,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,27
2016-01-27,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,27
2016-01-27,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,27
2016-01-27,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,27
2016-01-28,Debt Held by the Public,null,13642413.0,13619208.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,28
2016-01-28,Intragovernmental Holdings,null,5347390.0,5343382.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,28
2016-01-28,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,28
2016-01-28,Less Debt Not Subject to Limit,Unamortized Discount,24886.0,24806.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,28
2016-01-28,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,28
2016-01-28,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,28
2016-01-28,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,28
2016-01-28,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,28
2016-01-29,Debt Held by the Public,null,13657155.0,13642413.0,13672522.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,01,29
2016-01-29,Intragovernmental Holdings,null,5355673.0,5347390.0,5249657.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,01,29
2016-01-29,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,01,29
2016-01-29,Less Debt Not Subject to Limit,Unamortized Discount,23868.0,24886.0,24912.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,01,29
2016-01-29,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,01,29
2016-01-29,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,01,29
2016-01-29,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,01,29
2016-01-29,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,01,29
2016-02-01,Debt Held by the Public,null,13653630.0,13657155.0,13657155.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,02,01
2016-02-01,Intragovernmental Holdings,null,5322090.0,5355673.0,5355673.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,02,01
2016-02-01,Less Debt Not Subject to Limit,Other Debt,483.0,483.0,483.0,483.0,III-C,Debt Subject to Limit,Balance Transactions,4,2016,2,2016,1,02,01
2016-02-01,Less Debt Not Subject to Limit,Unamortized Discount,23849.0,23868.0,23868.0,24350.0,III-C,Debt Subject to Limit,Balance Transactions,5,2016,2,2016,1,02,01
2016-02-01,Less Debt Not Subject to Limit,Federal Financing Bank,15000.0,15000.0,15000.0,12315.0,III-C,Debt Subject to Limit,Balance Transactions,6,2016,2,2016,1,02,01
2016-02-01,Less Debt Not Subject to Limit,Hope Bonds,39.0,39.0,39.0,494.0,III-C,Debt Subject to Limit,Balance Transactions,7,2016,2,2016,1,02,01
2016-02-01,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0.0,0.0,0.0,0.0,III-C,Debt Subject to Limit,Balance Transactions,8,2016,2,2016,1,02,01
2016-02-01,Statutory Debt Limit,null,,,,18113000.0,III-C,Debt Subject to Limit,Balance Transactions,10,2016,2,2016,1,02,01
2016-02-02,Debt Held by the Public,null,13654223.0,13653630.0,13657155.0,13123847.0,III-C,Debt Subject to Limit,Balance Transactions,1,2016,2,2016,1,02,02
2016-02-02,Intragovernmental Holdings,null,5338076.0,5322090.0,5355673.0,5026770.0,III-C,Debt Subject to Limit,Balance Transactions,2,2016,2,2016,1,02,02
